Item_ID,Item_Category,Item_MRP,Item_Visibility,Item_Fat_Content,Outlet_ID,Outlet_Type,Outlet_Size,Outlet_Location_Type,Outlet_Establishment_Year,Festival_Flag,Discount_Percentage,Units_Sold
ITM_00239,Drinks,265.13,0.24,Low Fat,OUT_038,Supermarket Type1,Small,Tier 1,2010,0,22,97
ITM_00240,Electronics,248.98,0.26,Low Fat,OUT_039,Supermarket Type3,Small,Tier 3,1993,0,10,49
ITM_00241,Electronics,420.75,0.19,Regular,OUT_040,Supermarket Type2,Medium,Tier 1,2001,0,14,112
ITM_00242,Household,382.83,0.11,Regular,OUT_041,Supermarket Type3,Large,Tier 1,2022,0,46,150
ITM_00243,Food,252.03,0.19,Non Edible,OUT_042,Supermarket Type2,Large,Tier 3,2019,0,21,71
ITM_00244,Food,73.59,0.18,Regular,OUT_043,Grocery Store,Large,Tier 3,2009,0,16,85
ITM_00245,Personal Care,75.39,0.19,Non Edible,OUT_044,Supermarket Type2,Large,Tier 3,1991,1,46,162
ITM_00246,Household,404.74,0.19,Regular,OUT_045,Supermarket Type1,Large,Tier 1,2015,0,11,77
ITM_00247,Electronics,274.11,0.26,Low Fat,OUT_046,Supermarket Type3,Small,Tier 3,2016,0,50,151
ITM_00248,Clothing,251.16,0.06,Non Edible,OUT_047,Supermarket Type2,Small,Tier 1,2003,0,34,143
ITM_00249,Household,346.67,0.12,Low Fat,OUT_048,Grocery Store,Small,Tier 2,2001,0,33,112
ITM_00250,Personal Care,432.24,0.18,Regular,OUT_049,Supermarket Type3,Small,Tier 2,1990,1,0,79
ITM_00251,Personal Care,321.86,0.09,Regular,OUT_050,Supermarket Type1,Medium,Tier 1,2009,0,31,144
ITM_00252,Household,386.17,0.29,Regular,OUT_051,Supermarket Type2,Medium,Tier 1,2017,0,3,84
ITM_00253,Personal Care,387.33,0.09,Regular,OUT_052,Supermarket Type1,Large,Tier 3,2003,0,23,90
ITM_00254,Household,191.01,0.15,Non Edible,OUT_053,Grocery Store,Medium,Tier 1,1999,0,6,63
ITM_00255,Drinks,151.56,0.26,Non Edible,OUT_054,Supermarket Type3,Small,Tier 1,2019,0,11,96
ITM_00256,Household,404.56,0.03,Regular,OUT_055,Supermarket Type3,Small,Tier 2,2016,0,21,85
ITM_00257,Household,201.05,0.25,Low Fat,OUT_056,Supermarket Type3,Small,Tier 3,2022,0,48,148
ITM_00258,Personal Care,453.6,0.18,Non Edible,OUT_057,Grocery Store,Small,Tier 3,2020,0,34,97
ITM_00259,Personal Care,53.45,0.02,Low Fat,OUT_058,Supermarket Type2,Small,Tier 1,2016,0,20,114
ITM_00260,Food,47.94,0.27,Regular,OUT_059,Supermarket Type2,Large,Tier 3,2016,0,28,72
ITM_00261,Food,464.96,0.02,Non Edible,OUT_060,Supermarket Type2,Large,Tier 2,2020,0,48,156
ITM_00262,Drinks,331.26,0.16,Non Edible,OUT_061,Supermarket Type1,Small,Tier 2,2018,1,16,133
ITM_00263,Food,202.21,0.02,Non Edible,OUT_062,Grocery Store,Large,Tier 2,1994,0,27,95
ITM_00264,Household,382.43,0.03,Low Fat,OUT_063,Supermarket Type3,Medium,Tier 1,2017,0,41,157
ITM_00265,Personal Care,342.72,0.27,Regular,OUT_064,Grocery Store,Medium,Tier 1,1994,0,46,149
ITM_00266,Food,274.98,0.23,Regular,OUT_065,Grocery Store,Small,Tier 2,2019,0,40,110
ITM_00267,Food,67.46,0.07,Non Edible,OUT_066,Grocery Store,Large,Tier 2,2006,0,16,89
ITM_00268,Drinks,409.85,0.19,Non Edible,OUT_067,Supermarket Type3,Small,Tier 3,2007,1,3,80
ITM_00269,Electronics,435.69,0.24,Regular,OUT_068,Supermarket Type3,Large,Tier 3,1991,0,40,127
ITM_00270,Drinks,102.64,0.27,Low Fat,OUT_069,Supermarket Type1,Small,Tier 3,2005,0,5,48
ITM_00271,Household,428.25,0.15,Non Edible,OUT_070,Grocery Store,Small,Tier 3,1985,0,14,83
ITM_00272,Personal Care,441.37,0.27,Low Fat,OUT_071,Supermarket Type2,Small,Tier 2,1997,0,43,119
ITM_00273,Drinks,283.73,0.16,Low Fat,OUT_072,Supermarket Type1,Medium,Tier 3,1993,0,23,105
ITM_00274,Food,334.97,0.21,Regular,OUT_073,Supermarket Type3,Large,Tier 2,2004,0,7,83
ITM_00275,Personal Care,203.47,0.29,Regular,OUT_074,Supermarket Type3,Large,Tier 2,1994,0,40,92
ITM_00276,Personal Care,155.26,0.08,Low Fat,OUT_075,Supermarket Type1,Medium,Tier 1,2010,0,26,127
ITM_00277,Food,366.55,0.06,Low Fat,OUT_076,Supermarket Type2,Medium,Tier 3,1985,0,30,106
ITM_00278,Drinks,433.7,0.11,Regular,OUT_077,Grocery Store,Large,Tier 2,2001,1,8,90
ITM_00279,Food,333.96,0.06,Non Edible,OUT_078,Grocery Store,Large,Tier 1,2001,1,17,157
ITM_00280,Electronics,265.56,0.09,Low Fat,OUT_079,Supermarket Type2,Small,Tier 1,2023,1,1,135
ITM_00281,Personal Care,96.28,0.23,Non Edible,OUT_080,Grocery Store,Small,Tier 2,1996,0,21,53
ITM_00282,Clothing,45.66,0.15,Low Fat,OUT_081,Supermarket Type3,Large,Tier 2,1999,0,19,51
ITM_00283,Clothing,233.93,0.12,Regular,OUT_082,Supermarket Type1,Large,Tier 3,1985,0,41,152
ITM_00284,Household,43.69,0.12,Non Edible,OUT_083,Supermarket Type2,Small,Tier 3,2016,1,3,87
ITM_00285,Food,293.28,0.07,Regular,OUT_084,Supermarket Type1,Medium,Tier 2,1995,0,37,122
ITM_00286,Food,203.71,0.14,Low Fat,OUT_085,Grocery Store,Large,Tier 2,1989,0,43,114
ITM_00287,Household,383.45,0.19,Regular,OUT_086,Grocery Store,Large,Tier 1,2002,1,12,137
ITM_00288,Household,166.71,0.05,Non Edible,OUT_087,Supermarket Type3,Medium,Tier 1,2002,0,48,194
ITM_00289,Household,304.63,0.29,Regular,OUT_088,Supermarket Type3,Medium,Tier 1,2007,0,19,113
ITM_00290,Personal Care,278.09,0.14,Non Edible,OUT_089,Grocery Store,Medium,Tier 1,1991,0,5,87
ITM_00291,Electronics,22.26,0.28,Regular,OUT_090,Grocery Store,Large,Tier 1,2010,0,14,70
ITM_00292,Food,54.75,0.05,Regular,OUT_091,Supermarket Type3,Large,Tier 3,1985,0,7,73
ITM_00293,Personal Care,159.38,0.23,Non Edible,OUT_092,Supermarket Type3,Large,Tier 1,2012,1,29,168
ITM_00294,Household,443.47,0.19,Non Edible,OUT_093,Supermarket Type2,Small,Tier 2,2004,1,35,143
ITM_00295,Food,90.57,0.25,Non Edible,OUT_094,Supermarket Type3,Medium,Tier 3,2007,0,35,119
ITM_00296,Personal Care,361.23,0.18,Low Fat,OUT_095,Supermarket Type2,Medium,Tier 1,2016,0,2,64
ITM_00297,Electronics,487.22,0.29,Regular,OUT_096,Supermarket Type2,Small,Tier 1,2022,0,26,128
ITM_00298,Personal Care,399.47,0.19,Non Edible,OUT_097,Supermarket Type1,Small,Tier 1,2023,0,29,148
ITM_00299,Electronics,136.61,0.24,Low Fat,OUT_098,Supermarket Type3,Small,Tier 2,2002,0,28,98
ITM_00300,Household,456.02,0.26,Low Fat,OUT_099,Supermarket Type2,Small,Tier 1,2017,1,15,133
ITM_00301,Electronics,64.69,0.22,Non Edible,OUT_000,Supermarket Type1,Medium,Tier 2,2009,0,39,110
ITM_00302,Food,244.71,0.16,Non Edible,OUT_001,Supermarket Type1,Small,Tier 2,2016,1,37,163
ITM_00303,Household,446.02,0.09,Non Edible,OUT_002,Supermarket Type3,Small,Tier 1,2012,0,19,107
ITM_00304,Food,327.81,0.26,Low Fat,OUT_003,Supermarket Type3,Medium,Tier 1,1997,0,44,193
ITM_00305,Clothing,218.55,0.15,Low Fat,OUT_004,Supermarket Type1,Medium,Tier 3,2003,1,15,92
ITM_00306,Drinks,160.55,0.19,Regular,OUT_005,Supermarket Type2,Medium,Tier 3,1987,0,20,80
ITM_00307,Electronics,200.05,0.03,Low Fat,OUT_006,Supermarket Type3,Medium,Tier 3,2011,0,17,86
ITM_00308,Drinks,264.29,0.15,Non Edible,OUT_007,Supermarket Type1,Large,Tier 2,2001,0,40,126
ITM_00309,Drinks,173.14,0.21,Regular,OUT_008,Supermarket Type1,Large,Tier 1,2013,1,30,163
ITM_00310,Electronics,485.1,0.18,Regular,OUT_009,Supermarket Type2,Large,Tier 3,2017,0,1,63
ITM_00311,Household,467.88,0.14,Regular,OUT_010,Grocery Store,Large,Tier 2,2012,0,23,100
ITM_00312,Clothing,437.92,0.07,Regular,OUT_011,Supermarket Type2,Medium,Tier 3,2004,0,5,68
ITM_00313,Food,222.48,0.1,Non Edible,OUT_012,Supermarket Type1,Large,Tier 3,2018,0,45,125
ITM_00314,Personal Care,351.82,0.21,Regular,OUT_013,Supermarket Type2,Small,Tier 1,2000,0,16,97
ITM_00315,Food,453.36,0.08,Non Edible,OUT_014,Supermarket Type3,Small,Tier 1,2023,1,25,174
ITM_00316,Personal Care,428.21,0.19,Low Fat,OUT_015,Supermarket Type1,Small,Tier 2,1986,1,46,157
ITM_00317,Food,218.88,0.18,Non Edible,OUT_016,Supermarket Type2,Large,Tier 1,2012,0,36,154
ITM_00318,Electronics,73.95,0.29,Regular,OUT_017,Supermarket Type2,Large,Tier 3,2001,1,1,78
ITM_00319,Clothing,56.3,0.03,Low Fat,OUT_018,Supermarket Type2,Small,Tier 2,2004,0,25,114
ITM_00320,Personal Care,296.99,0.04,Low Fat,OUT_019,Supermarket Type2,Large,Tier 2,2002,0,43,127
ITM_00321,Household,328.46,0.16,Low Fat,OUT_020,Supermarket Type1,Medium,Tier 2,2012,0,36,142
ITM_00322,Food,427.92,0.16,Regular,OUT_021,Supermarket Type2,Large,Tier 2,2012,0,0,49
ITM_00323,Food,160.41,0.02,Non Edible,OUT_022,Supermarket Type3,Small,Tier 1,2000,0,1,89
ITM_00324,Personal Care,100.39,0.25,Non Edible,OUT_023,Grocery Store,Small,Tier 3,2017,0,32,93
ITM_00325,Household,201.92,0.15,Regular,OUT_024,Grocery Store,Large,Tier 1,2005,0,10,97
ITM_00326,Household,189.72,0.11,Regular,OUT_025,Grocery Store,Large,Tier 1,1989,0,29,125
ITM_00327,Electronics,83.59,0.1,Low Fat,OUT_026,Supermarket Type3,Small,Tier 2,2021,0,33,88
ITM_00328,Electronics,342.7,0.26,Non Edible,OUT_027,Grocery Store,Small,Tier 1,2002,0,26,118
ITM_00329,Electronics,264.17,0.07,Regular,OUT_028,Supermarket Type1,Large,Tier 1,1989,0,42,178
ITM_00330,Electronics,366.14,0.06,Regular,OUT_029,Supermarket Type1,Large,Tier 3,1995,0,33,112
ITM_00331,Electronics,189.29,0.07,Non Edible,OUT_030,Supermarket Type3,Small,Tier 2,2006,1,6,94
ITM_00332,Electronics,176.34,0.19,Low Fat,OUT_031,Supermarket Type3,Small,Tier 1,2007,0,38,143
ITM_00333,Clothing,246.84,0.25,Low Fat,OUT_032,Supermarket Type1,Small,Tier 2,2010,0,38,149
ITM_00334,Household,441.16,0.11,Low Fat,OUT_033,Supermarket Type3,Small,Tier 3,2011,0,1,56
ITM_00335,Electronics,39.34,0.06,Non Edible,OUT_034,Supermarket Type3,Small,Tier 1,1987,1,29,151
ITM_00336,Household,406.32,0.07,Regular,OUT_035,Supermarket Type1,Small,Tier 3,1986,0,47,133
ITM_00337,Household,197.11,0.19,Regular,OUT_036,Supermarket Type1,Small,Tier 3,2001,0,2,40
ITM_00338,Drinks,430.22,0.08,Regular,OUT_037,Supermarket Type2,Large,Tier 2,1987,0,1,37
ITM_00339,Clothing,405.06,0.26,Regular,OUT_038,Supermarket Type2,Medium,Tier 2,1987,0,29,98
ITM_00340,Electronics,187.41,0.04,Non Edible,OUT_039,Grocery Store,Medium,Tier 2,2000,0,36,111
ITM_00341,Food,353.06,0.02,Low Fat,OUT_040,Supermarket Type3,Large,Tier 1,1996,0,28,127
ITM_00342,Personal Care,96.62,0.04,Low Fat,OUT_041,Supermarket Type1,Medium,Tier 2,1985,0,34,118
ITM_00343,Food,450.22,0.26,Low Fat,OUT_042,Grocery Store,Large,Tier 1,1988,0,37,120
ITM_00344,Clothing,214.16,0.2,Low Fat,OUT_043,Supermarket Type2,Large,Tier 3,2001,0,21,51
ITM_00345,Personal Care,238.7,0.29,Regular,OUT_044,Supermarket Type3,Large,Tier 2,2003,0,36,129
ITM_00346,Clothing,358.76,0.11,Regular,OUT_045,Grocery Store,Large,Tier 3,1988,0,17,92
ITM_00347,Household,414.0,0.07,Non Edible,OUT_046,Supermarket Type3,Medium,Tier 2,2023,0,39,130
ITM_00348,Personal Care,133.44,0.17,Low Fat,OUT_047,Grocery Store,Large,Tier 3,2004,0,44,135
ITM_00349,Household,337.45,0.17,Regular,OUT_048,Supermarket Type3,Small,Tier 1,2023,1,33,176
ITM_00350,Food,208.16,0.18,Regular,OUT_049,Supermarket Type3,Large,Tier 3,1988,0,44,176
ITM_00351,Food,196.98,0.11,Regular,OUT_050,Supermarket Type1,Medium,Tier 1,2001,0,48,174
ITM_00352,Personal Care,351.21,0.01,Low Fat,OUT_051,Supermarket Type3,Medium,Tier 2,1999,0,37,162
ITM_00353,Personal Care,205.85,0.02,Regular,OUT_052,Supermarket Type2,Medium,Tier 2,2012,0,29,138
ITM_00354,Electronics,186.13,0.2,Low Fat,OUT_053,Supermarket Type1,Medium,Tier 2,2000,1,1,90
ITM_00355,Clothing,421.23,0.16,Low Fat,OUT_054,Supermarket Type3,Small,Tier 1,1990,1,19,148
ITM_00356,Electronics,68.61,0.25,Non Edible,OUT_055,Supermarket Type2,Large,Tier 2,2012,0,43,126
ITM_00357,Clothing,344.43,0.1,Non Edible,OUT_056,Supermarket Type2,Small,Tier 1,2016,0,15,99
ITM_00358,Electronics,139.39,0.25,Low Fat,OUT_057,Grocery Store,Large,Tier 1,2001,0,3,82
ITM_00359,Household,27.44,0.13,Low Fat,OUT_058,Supermarket Type1,Large,Tier 3,2009,0,47,148
ITM_00360,Personal Care,100.05,0.04,Low Fat,OUT_059,Supermarket Type1,Small,Tier 2,2023,1,12,94
ITM_00361,Food,311.2,0.29,Regular,OUT_060,Grocery Store,Small,Tier 3,2001,0,13,103
ITM_00362,Clothing,360.38,0.16,Regular,OUT_061,Grocery Store,Medium,Tier 1,1999,0,8,77
ITM_00363,Clothing,30.11,0.19,Regular,OUT_062,Grocery Store,Large,Tier 3,2002,0,43,88
ITM_00364,Food,37.48,0.2,Non Edible,OUT_063,Supermarket Type1,Large,Tier 2,2004,1,13,106
ITM_00365,Electronics,453.22,0.12,Low Fat,OUT_064,Supermarket Type2,Large,Tier 1,2007,0,10,77
ITM_00366,Clothing,55.19,0.23,Regular,OUT_065,Supermarket Type2,Large,Tier 3,1989,0,9,57
ITM_00367,Household,449.21,0.26,Regular,OUT_066,Supermarket Type3,Large,Tier 2,2023,0,29,98
ITM_00368,Personal Care,129.52,0.12,Non Edible,OUT_067,Supermarket Type1,Large,Tier 2,1996,0,6,63
ITM_00369,Food,375.21,0.2,Non Edible,OUT_068,Supermarket Type1,Medium,Tier 3,2001,0,5,67
ITM_00370,Personal Care,168.67,0.23,Low Fat,OUT_069,Grocery Store,Large,Tier 1,2014,0,16,87
ITM_00371,Clothing,432.2,0.07,Low Fat,OUT_070,Supermarket Type1,Medium,Tier 2,2003,0,12,65
ITM_00372,Clothing,356.22,0.11,Regular,OUT_071,Supermarket Type1,Large,Tier 1,2016,0,46,177
ITM_00373,Food,212.87,0.04,Regular,OUT_072,Supermarket Type2,Large,Tier 2,2000,0,3,44
ITM_00374,Household,56.63,0.18,Regular,OUT_073,Supermarket Type1,Small,Tier 1,1986,0,25,94
ITM_00375,Drinks,371.7,0.24,Regular,OUT_074,Supermarket Type2,Large,Tier 1,1996,0,31,141
ITM_00376,Food,316.1,0.19,Regular,OUT_075,Supermarket Type2,Small,Tier 2,1987,0,2,37
ITM_00377,Drinks,21.4,0.06,Non Edible,OUT_076,Supermarket Type1,Small,Tier 3,1992,0,10,58
ITM_00378,Electronics,24.52,0.17,Low Fat,OUT_077,Supermarket Type2,Small,Tier 3,2021,1,19,123
ITM_00379,Drinks,408.22,0.25,Non Edible,OUT_078,Grocery Store,Medium,Tier 3,2008,0,28,96
ITM_00380,Household,144.51,0.1,Low Fat,OUT_079,Supermarket Type2,Small,Tier 1,2009,0,1,92
ITM_00381,Electronics,325.34,0.25,Low Fat,OUT_080,Supermarket Type1,Small,Tier 3,2009,1,42,145
ITM_00382,Drinks,238.02,0.24,Low Fat,OUT_081,Grocery Store,Small,Tier 3,1998,0,3,80
ITM_00383,Electronics,434.45,0.02,Non Edible,OUT_082,Grocery Store,Large,Tier 2,2020,1,31,129
ITM_00384,Drinks,460.14,0.08,Regular,OUT_083,Supermarket Type1,Medium,Tier 1,1999,0,48,166
ITM_00385,Household,498.47,0.17,Low Fat,OUT_084,Supermarket Type3,Medium,Tier 3,2016,0,48,126
ITM_00386,Drinks,93.77,0.22,Low Fat,OUT_085,Supermarket Type2,Medium,Tier 2,1986,1,20,122
ITM_00387,Drinks,434.22,0.27,Non Edible,OUT_086,Supermarket Type2,Medium,Tier 1,2005,0,16,101
ITM_00388,Drinks,147.69,0.2,Non Edible,OUT_087,Supermarket Type3,Large,Tier 2,1988,0,44,132
ITM_00389,Food,303.59,0.12,Regular,OUT_088,Grocery Store,Small,Tier 3,2013,0,12,73
ITM_00390,Food,262.77,0.06,Regular,OUT_089,Supermarket Type3,Large,Tier 1,2013,1,31,199
ITM_00391,Food,28.63,0.23,Low Fat,OUT_090,Supermarket Type1,Medium,Tier 1,2007,1,50,213
ITM_00392,Household,467.73,0.07,Non Edible,OUT_091,Supermarket Type3,Large,Tier 3,1987,0,2,72
ITM_00393,Electronics,57.6,0.21,Regular,OUT_092,Grocery Store,Large,Tier 2,2005,0,41,97
ITM_00394,Clothing,350.35,0.06,Regular,OUT_093,Supermarket Type1,Medium,Tier 1,2000,0,47,138
ITM_00395,Drinks,396.8,0.04,Regular,OUT_094,Supermarket Type1,Small,Tier 1,2004,0,30,140
ITM_00396,Drinks,401.74,0.08,Non Edible,OUT_095,Supermarket Type1,Large,Tier 1,2019,0,30,141
ITM_00397,Household,85.04,0.09,Non Edible,OUT_096,Supermarket Type2,Medium,Tier 3,1989,1,0,78
ITM_00398,Drinks,234.83,0.2,Non Edible,OUT_097,Supermarket Type2,Large,Tier 2,2010,0,27,95
ITM_00399,Food,418.13,0.06,Non Edible,OUT_098,Supermarket Type1,Large,Tier 3,1991,0,22,107
ITM_00400,Clothing,165.29,0.28,Non Edible,OUT_099,Supermarket Type3,Large,Tier 1,2000,0,4,86
ITM_00401,Personal Care,244.52,0.17,Low Fat,OUT_000,Supermarket Type2,Small,Tier 2,2001,0,0,38
ITM_00402,Drinks,150.94,0.15,Low Fat,OUT_001,Grocery Store,Large,Tier 2,1986,0,15,76
ITM_00403,Food,242.5,0.14,Non Edible,OUT_002,Supermarket Type2,Large,Tier 3,1996,0,10,75
ITM_00404,Personal Care,446.16,0.17,Low Fat,OUT_003,Supermarket Type3,Small,Tier 3,1997,0,35,94
ITM_00405,Clothing,238.46,0.02,Non Edible,OUT_004,Supermarket Type2,Large,Tier 1,1989,1,36,179
ITM_00406,Personal Care,286.84,0.3,Low Fat,OUT_005,Supermarket Type3,Large,Tier 3,2000,0,15,81
ITM_00407,Food,213.91,0.17,Low Fat,OUT_006,Supermarket Type3,Small,Tier 3,2012,0,11,39
ITM_00408,Electronics,240.86,0.02,Regular,OUT_007,Supermarket Type2,Medium,Tier 3,1992,1,29,130
ITM_00409,Electronics,27.28,0.18,Non Edible,OUT_008,Supermarket Type3,Large,Tier 3,2012,0,43,110
ITM_00410,Personal Care,156.2,0.14,Low Fat,OUT_009,Supermarket Type3,Medium,Tier 3,1992,0,3,64
ITM_00411,Household,229.56,0.02,Low Fat,OUT_010,Grocery Store,Medium,Tier 1,2013,0,48,158
ITM_00412,Personal Care,324.22,0.28,Regular,OUT_011,Supermarket Type1,Medium,Tier 2,2002,0,40,130
ITM_00413,Drinks,236.02,0.01,Low Fat,OUT_012,Supermarket Type1,Small,Tier 3,2000,0,37,118
ITM_00414,Drinks,182.15,0.18,Regular,OUT_013,Supermarket Type2,Small,Tier 2,2010,0,7,83
ITM_00415,Electronics,206.29,0.29,Low Fat,OUT_014,Supermarket Type3,Large,Tier 2,2006,0,7,54
ITM_00416,Household,136.3,0.08,Regular,OUT_015,Supermarket Type2,Medium,Tier 3,1999,0,20,102
ITM_00417,Food,463.76,0.08,Regular,OUT_016,Supermarket Type2,Small,Tier 3,1997,0,39,131
ITM_00418,Drinks,270.44,0.01,Non Edible,OUT_017,Supermarket Type1,Small,Tier 2,2006,0,7,56
ITM_00419,Electronics,26.44,0.03,Non Edible,OUT_018,Supermarket Type3,Medium,Tier 1,2005,1,28,174
ITM_00420,Clothing,29.33,0.02,Low Fat,OUT_019,Supermarket Type2,Small,Tier 2,2008,0,14,77
ITM_00421,Electronics,487.02,0.25,Non Edible,OUT_020,Supermarket Type2,Medium,Tier 1,1985,1,13,129
ITM_00422,Drinks,126.3,0.25,Non Edible,OUT_021,Supermarket Type1,Small,Tier 2,2013,0,37,127
ITM_00423,Drinks,406.69,0.22,Non Edible,OUT_022,Supermarket Type1,Medium,Tier 3,1985,1,9,136
ITM_00424,Electronics,47.97,0.11,Low Fat,OUT_023,Supermarket Type1,Small,Tier 1,1985,0,26,129
ITM_00425,Food,462.16,0.25,Low Fat,OUT_024,Supermarket Type2,Small,Tier 2,1993,1,39,168
ITM_00426,Personal Care,439.72,0.17,Non Edible,OUT_025,Supermarket Type3,Small,Tier 1,2005,0,26,133
ITM_00427,Drinks,294.12,0.1,Non Edible,OUT_026,Supermarket Type1,Small,Tier 3,1998,0,41,88
ITM_00428,Electronics,24.32,0.14,Low Fat,OUT_027,Supermarket Type1,Medium,Tier 1,2012,0,39,159
ITM_00429,Electronics,143.75,0.03,Non Edible,OUT_028,Supermarket Type3,Large,Tier 3,2002,1,34,163
ITM_00430,Household,215.27,0.28,Regular,OUT_029,Supermarket Type2,Large,Tier 3,2017,0,35,90
ITM_00431,Personal Care,240.83,0.19,Low Fat,OUT_030,Supermarket Type2,Small,Tier 1,1986,0,10,65
ITM_00432,Clothing,162.89,0.22,Low Fat,OUT_031,Supermarket Type3,Large,Tier 3,2018,0,12,71
ITM_00433,Food,35.81,0.21,Regular,OUT_032,Supermarket Type1,Small,Tier 3,2008,0,34,134
ITM_00434,Clothing,303.26,0.2,Non Edible,OUT_033,Grocery Store,Large,Tier 3,2003,0,20,76
ITM_00435,Personal Care,271.59,0.02,Regular,OUT_034,Supermarket Type3,Small,Tier 1,1986,0,36,146
ITM_00436,Personal Care,155.84,0.16,Non Edible,OUT_035,Grocery Store,Large,Tier 3,1990,0,43,164
ITM_00437,Personal Care,38.23,0.25,Non Edible,OUT_036,Supermarket Type2,Large,Tier 2,1999,0,11,75
ITM_00438,Clothing,497.41,0.02,Low Fat,OUT_037,Supermarket Type2,Small,Tier 3,1995,0,49,128
ITM_00439,Personal Care,251.35,0.29,Low Fat,OUT_038,Grocery Store,Large,Tier 2,2000,0,24,75
ITM_00440,Electronics,382.88,0.13,Non Edible,OUT_039,Supermarket Type1,Small,Tier 1,2005,0,27,161
ITM_00441,Clothing,237.11,0.09,Regular,OUT_040,Grocery Store,Large,Tier 2,2011,0,43,122
ITM_00442,Personal Care,40.72,0.16,Low Fat,OUT_041,Supermarket Type1,Medium,Tier 3,2006,1,17,109
ITM_00443,Electronics,168.61,0.24,Non Edible,OUT_042,Supermarket Type3,Medium,Tier 3,1987,0,9,68
ITM_00444,Household,173.65,0.15,Low Fat,OUT_043,Supermarket Type2,Medium,Tier 3,1987,1,38,156
ITM_00445,Personal Care,422.41,0.2,Low Fat,OUT_044,Supermarket Type2,Small,Tier 3,2005,0,2,52
ITM_00446,Clothing,334.03,0.15,Low Fat,OUT_045,Grocery Store,Small,Tier 3,1990,0,4,56
ITM_00447,Drinks,152.21,0.19,Regular,OUT_046,Supermarket Type3,Small,Tier 3,2009,0,11,62
ITM_00448,Personal Care,484.52,0.05,Regular,OUT_047,Grocery Store,Medium,Tier 1,2021,0,13,122
ITM_00449,Drinks,174.34,0.02,Non Edible,OUT_048,Grocery Store,Large,Tier 3,2014,0,44,118
ITM_00450,Electronics,499.15,0.05,Regular,OUT_049,Grocery Store,Small,Tier 2,2023,0,40,129
ITM_00451,Household,498.16,0.09,Non Edible,OUT_050,Supermarket Type1,Medium,Tier 2,2004,1,31,139
ITM_00452,Food,111.78,0.08,Non Edible,OUT_051,Supermarket Type2,Small,Tier 2,1985,0,41,153
ITM_00453,Household,170.12,0.19,Low Fat,OUT_052,Supermarket Type2,Small,Tier 1,2019,0,32,133
ITM_00454,Personal Care,253.3,0.14,Low Fat,OUT_053,Grocery Store,Large,Tier 2,2010,0,5,83
ITM_00455,Drinks,338.77,0.02,Regular,OUT_054,Supermarket Type1,Small,Tier 2,2005,0,29,100
ITM_00456,Drinks,273.46,0.02,Non Edible,OUT_055,Supermarket Type2,Small,Tier 2,1994,0,5,60
ITM_00457,Clothing,485.33,0.04,Non Edible,OUT_056,Supermarket Type1,Large,Tier 1,2013,0,30,154
ITM_00458,Drinks,367.51,0.11,Low Fat,OUT_057,Supermarket Type3,Small,Tier 2,1987,1,1,73
ITM_00459,Clothing,121.78,0.01,Low Fat,OUT_058,Supermarket Type1,Small,Tier 2,1997,1,25,162
ITM_00460,Electronics,70.45,0.15,Low Fat,OUT_059,Supermarket Type1,Large,Tier 1,1993,0,47,168
ITM_00461,Food,350.43,0.11,Regular,OUT_060,Supermarket Type3,Small,Tier 3,2000,0,31,113
ITM_00462,Personal Care,96.06,0.17,Non Edible,OUT_061,Supermarket Type2,Small,Tier 2,2012,1,4,99
ITM_00463,Clothing,398.08,0.22,Non Edible,OUT_062,Supermarket Type2,Medium,Tier 3,2012,0,45,130
ITM_00464,Food,169.3,0.08,Non Edible,OUT_063,Supermarket Type1,Large,Tier 2,1995,0,47,128
ITM_00465,Drinks,176.91,0.06,Low Fat,OUT_064,Supermarket Type1,Medium,Tier 1,2014,0,40,159
ITM_00466,Drinks,25.18,0.09,Regular,OUT_065,Supermarket Type3,Large,Tier 3,1995,1,42,140
ITM_00467,Food,356.49,0.01,Regular,OUT_066,Supermarket Type3,Small,Tier 1,2013,0,15,89
ITM_00468,Drinks,74.37,0.04,Low Fat,OUT_067,Supermarket Type2,Medium,Tier 3,1996,0,11,68
ITM_00469,Electronics,390.98,0.23,Regular,OUT_068,Supermarket Type2,Medium,Tier 1,1992,0,14,122
ITM_00470,Electronics,256.1,0.07,Regular,OUT_069,Supermarket Type3,Medium,Tier 3,1994,0,20,109
ITM_00471,Food,396.45,0.3,Non Edible,OUT_070,Supermarket Type1,Medium,Tier 3,2019,0,36,124
ITM_00472,Clothing,300.28,0.06,Low Fat,OUT_071,Supermarket Type3,Large,Tier 3,2020,0,20,64
ITM_00473,Clothing,59.57,0.24,Low Fat,OUT_072,Supermarket Type2,Small,Tier 2,1997,0,24,92
ITM_00474,Food,387.51,0.21,Low Fat,OUT_073,Supermarket Type1,Small,Tier 3,2011,0,16,60
ITM_00475,Clothing,53.5,0.1,Low Fat,OUT_074,Grocery Store,Medium,Tier 3,1986,0,7,58
ITM_00476,Clothing,249.78,0.11,Non Edible,OUT_075,Grocery Store,Small,Tier 2,2012,0,29,117
ITM_00477,Electronics,102.73,0.17,Regular,OUT_076,Supermarket Type3,Small,Tier 2,2018,1,32,157
ITM_00478,Clothing,381.12,0.26,Regular,OUT_077,Supermarket Type2,Large,Tier 1,2005,0,1,90
